MOF,MOFid,CO2_capacity_001,CO2_capacity_005,CO2_capacity_01,CO2_capacity_05,CO2_capacity_25,node,linkers
hMOF-7000762,N#CC(=C(C(=O)[O-])C#N)C=CC(=O)[O-].N#CC(=CC(=CC(=O)[O-])[C]1[N]N1[C]C1(C#N)CC2(C(=O)[O-])C(C(C1(C(=O)[O-])C(C2(C#N)C#N)C#N)C#N)C#N)C(=O)[O-].N#CC(=CC(=O)[O-])C(=C(C(=O)[O-])C#N)C#N.N#CC(=CC=CC(=O)[O-])C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.bct,0.0796837,0.459433,0.815321,2.1101,3.56425,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['N#CC(=C(C(=O)[O-])C#N)C=CC(=O)[O-]', 'N#CC(=CC(=CC(=O)[O-])[C]1[N]N1[C]C1(C#N)CC2(C(=O)[O-])C(C(C1(C(=O)[O-])C(C2(C#N)C#N)C#N)C#N)C#N)C(=O)[O-]', 'N#CC(=CC(=O)[O-])C(=C(C(=O)[O-])C#N)C#N', 'N#CC(=CC=CC(=O)[O-])C(=O)[O-]']"
hMOF-7001869,CCOC(=C(c1cc(OCC)c(cc1OCC)C(=O)[O-])OCC)c1ccc(c(c1)OCC)C(=O)[O-].CCOC12C3C4(C2(C2(C1(C3(C42OCC)C#CC(=O)[O-])OCC)OCC)C#CC(=O)[O-])OCC.CCOc1cc(ccc1C1=Cc2ccc(cc2OCO1)C(=O)[O-])C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7001869,0.0990408,0.401211,0.814666,3.00942,6.61791,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['CCOC(=C(c1cc(OCC)c(cc1OCC)C(=O)[O-])OCC)c1ccc(c(c1)OCC)C(=O)[O-]', 'CCOC12C3C4(C2(C2(C1(C3(C42OCC)C#CC(=O)[O-])OCC)OCC)C#CC(=O)[O-])OCC', 'CCOc1cc(ccc1C1=Cc2ccc(cc2OCO1)C(=O)[O-])C(=O)[O-]']"
hMOF-1004574,Clc1cc(cc(c1C#Cc1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)[O-])Cl)C(=O)[O-].[O-]C(=O)C1=[C]c2c(C(=C1Cl)Cl)c(Cl)cc1c2cc(Cl)c2c1cc(c(c2)Cl)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1ccc3c(c1cc2)cc(cc3Cl)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0,0.103625,0.449131,0.813829,2.90294,6.68464,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['Clc1cc(cc(c1C#Cc1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)[O-])Cl)C(=O)[O-]', '[O-]C(=O)C1=[C]c2c(C(=C1Cl)Cl)c(Cl)cc1c2cc(Cl)c2c1cc(c(c2)Cl)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1ccc3c(c1cc2)cc(cc3Cl)C(=O)[O-]']"
hMOF-1003726,[O-]C(=O)C=CC=C(C(=O)[O-])O.[O-]C(=O)c1c(O)c(O)c(c(c1O)O)C(=O)[O-].[O-]C(=O)c1cc(O)c(c(c1)O)C(=O)[O-].[O-]C(=O)c1cc(O)c(c(c1O)O)C(=O)[O-].[O-]C(=O)c1cc(O)c(cc1O)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)O)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0,0.0761931,0.43506,0.813653,2.70784,4.91072,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C=CC=C(C(=O)[O-])O', '[O-]C(=O)c1c(O)c(O)c(c(c1O)O)C(=O)[O-]', '[O-]C(=O)c1cc(O)c(c(c1)O)C(=O)[O-]', '[O-]C(=O)c1cc(O)c(c(c1O)O)C(=O)[O-]', '[O-]C(=O)c1cc(O)c(cc1O)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)O)C(=O)[O-]']"
hMOF-7001028,[O-]C(=O)C#CC12CC(Br)(Br)C(C(C1Br)Br)(C(C2Br)(Br)Br)C#CC(=O)[O-].[O-]C(=O)C1=Cc2c(C=[C]1)c(Br)cc1c2ccc2c1cc(cc2)C(=O)[O-].[O-]C(=O)C1=[C]C(C2=[C][C]=C3C(=C2[C]1)C=[C]c1c3cc(cc1Br)C(=O)[O-])(Br)Br.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7001028,0.0984093,0.497176,0.813592,2.36548,4.1911,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C#CC12CC(Br)(Br)C(C(C1Br)Br)(C(C2Br)(Br)Br)C#CC(=O)[O-]', '[O-]C(=O)C1=Cc2c(C=[C]1)c(Br)cc1c2ccc2c1cc(cc2)C(=O)[O-]', '[O-]C(=O)C1=[C]C(C2=[C][C]=C3C(=C2[C]1)C=[C]c1c3cc(cc1Br)C(=O)[O-])(Br)Br']"
hMOF-1003488,[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)c1ccc(cc1)C#CC1=[C]C(=C(C=C1)C(=O)[O-])Br.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0,0.0918964,0.386231,0.813179,2.29993,3.72551,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C#CC1=[C]C(=C(C=C1)C(=O)[O-])Br']"
hMOF-7001742,[O-]C(=O)C1=C(Br)C2([C]3C([CH]1)(Br)C1[C]C([C]C2(C31)Br)(Br)C(=O)[O-])Br.[O-]C(=O)C1=[C]C(=C(C=[C]1)C=C(C1=C[C]=C(C=C1Br)C(=O)[O-])Br)Br.[O-]C(=O)C1=[C]c2c(C(=C1)Br)cc(cc2)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0;7001742,0.0893001,0.423054,0.813085,2.21016,4.26673,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C1=C(Br)C2([C]3C([CH]1)(Br)C1[C]C([C]C2(C31)Br)(Br)C(=O)[O-])Br', '[O-]C(=O)C1=[C]C(=C(C=[C]1)C=C(C1=C[C]=C(C=C1Br)C(=O)[O-])Br)Br', '[O-]C(=O)C1=[C]c2c(C(=C1)Br)cc(cc2)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]']"
hMOF-7000955,ClC(=CC(=O)[O-])C(=[C]C(=O)[O-])Cl.ClC(=[C]C(=O)[O-])C(=[C]C(=O)[O-])Cl.[O-]C(=O)C=C(C=C(C(=O)[O-])Cl)Cl.[O-]C(=O)C=CC(=CC(=O)[O-])Cl.[O-]C(=O)C=CC=CC(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0;7000955,0.081899,0.421223,0.810373,2.79254,4.60766,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['ClC(=CC(=O)[O-])C(=[C]C(=O)[O-])Cl', 'ClC(=[C]C(=O)[O-])C(=[C]C(=O)[O-])Cl', '[O-]C(=O)C=C(C=C(C(=O)[O-])Cl)Cl', '[O-]C(=O)C=CC(=CC(=O)[O-])Cl', '[O-]C(=O)C=CC=CC(=O)[O-]']"
hMOF-7001371,N#CC12C3C4(C1(C1=[N]=C([N]1)c1ccc(c(c1)C(=O)[O-])C#N)C1(C2(C3(C41)C1=[N]=C([N]1)c1cccc(c1C#N)C(=O)[O-])C#CC(=O)[O-])C#N)C#CC(=O)[O-].N#Cc1cc(C(=O)[O-])c(c(c1C(=O)[O-])C#N)C#N.N#Cc1cc(ccc1C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0;7001371,0.098472,0.42709,0.80991,2.61188,4.70241,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['N#CC12C3C4(C1(C1=[N]=C([N]1)c1ccc(c(c1)C(=O)[O-])C#N)C1(C2(C3(C41)C1=[N]=C([N]1)c1cccc(c1C#N)C(=O)[O-])C#CC(=O)[O-])C#N)C#CC(=O)[O-]', 'N#Cc1cc(C(=O)[O-])c(c(c1C(=O)[O-])C#N)C#N', 'N#Cc1cc(ccc1C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]']"
hMOF-1004503,[O-]C(=O)C1=[C]C2=C(C=C1)C(=[C]C1=C2[C]=Cc2c1cc(c(c2Cl)Cl)C(=O)[O-])Cl.[O-]C(=O)c1ccc(c(c1)Cl)C(=O)[O-].[O-]C(=O)c1ccc(c(c1Cl)Cl)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0,0.0838334,0.358139,0.808737,2.82253,5.26452,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C1=[C]C2=C(C=C1)C(=[C]C1=C2[C]=Cc2c1cc(c(c2Cl)Cl)C(=O)[O-])Cl', '[O-]C(=O)c1ccc(c(c1)Cl)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1Cl)Cl)C(=O)[O-]']"
hMOF-7000138,FC(=CC=C(C(=O)[O-])F)C(=O)[O-].[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])F.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7000138,0.103336,0.416817,0.808094,2.74794,5.14945,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['FC(=CC=C(C(=O)[O-])F)C(=O)[O-]', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C=CC=C(C(=O)[O-])F']"
hMOF-1004296,ClC1=[C][C]=C(C(=C1Cl)C(=O)[O-])Cl.[CH]C(=C([CH]C1=C[CH][C]=C(C(=C([CH]CC1)Cl)Cl)C(=O)[O-])Cl)C(=O)[O-].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C1=C(Cl)[C]=[C]C=C1.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0,0.314982,0.641652,0.808026,1.23983,1.56357,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['ClC1=[C][C]=C(C(=C1Cl)C(=O)[O-])Cl', '[CH]C(=C([CH]C1=C[CH][C]=C(C(=C([CH]CC1)Cl)Cl)C(=O)[O-])Cl)C(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)C1=C(Cl)[C]=[C]C=C1']"
hMOF-1003775,FC(=CC(=O)[O-])C(=CC(=O)[O-])F.[O-]C(=O)C=C(C=C(C(=O)[O-])F)F.[O-]C(=O)C=CC(=C(C(=O)[O-])F)F.[O-]C(=O)C=CC=C(C(=O)[O-])F.[O-]C(=O)[C]=CC(=[C]C(=O)[O-])F.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0,0.0792093,0.517705,0.807775,3.06561,5.22417,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['FC(=CC(=O)[O-])C(=CC(=O)[O-])F', '[O-]C(=O)C=C(C=C(C(=O)[O-])F)F', '[O-]C(=O)C=CC(=C(C(=O)[O-])F)F', '[O-]C(=O)C=CC=C(C(=O)[O-])F', '[O-]C(=O)[C]=CC(=[C]C(=O)[O-])F']"
hMOF-7001137,[O-]C(=O)C#Cc1cc(N)c(c(c1N)N)C#CC(=O)[O-].[O-]C(=O)C12C3(N)C4C1(N)C1(C2(C3(C41C(=O)[O-])N)N)N.[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])N)N.[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])N)N)N.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0;7001137,0.0745298,0.391515,0.807727,2.86051,4.79108,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C#Cc1cc(N)c(c(c1N)N)C#CC(=O)[O-]', '[O-]C(=O)C12C3(N)C4C1(N)C1(C2(C3(C41C(=O)[O-])N)N)N', '[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])N)N', '[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])N)N)N']"
hMOF-7000949,FC1C(F)C2(CCC1(CC2)C#CC(=O)[O-])C#CC(=O)[O-].FC1C=[C]C=C([CH]1)c1cc(C(=O)[O-])c(c(c1C(=O)[O-])F)c1ccccc1F.[O-]C(=O)C#CC12C(F)C(F)C(C(C1F)F)(C(C2(F)F)F)C#CC(F)([O])[O].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu,0.0687017,0.38688,0.807175,2.82158,6.81802,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['FC1C(F)C2(CCC1(CC2)C#CC(=O)[O-])C#CC(=O)[O-]', 'FC1C=[C]C=C([CH]1)c1cc(C(=O)[O-])c(c(c1C(=O)[O-])F)c1ccccc1F', '[O-]C(=O)C#CC12C(F)C(F)C(C(C1F)F)(C(C2(F)F)F)C#CC(F)([O])[O]']"
hMOF-7000382,[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C(=CC(=C(C(=O)[O-])F)F)F.[O-]C(=O)C=CC=C(C(=O)[O-])F.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7000382,0.0993527,0.430147,0.806954,2.62466,6.5207,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C(=CC(=C(C(=O)[O-])F)F)F', '[O-]C(=O)C=CC=C(C(=O)[O-])F']"
hMOF-7001487,[O-]C(=O)C#CC12C3(C)C4C2(C2(C1(C3C42C#CC(=O)[O-])C)C)C.[O-]C(=O)C(=CC(=C(C(=O)[O-])C)C)C.[O-]C(=O)C=CC=C(C(=O)[O-])C.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7001487,0.074249,0.427212,0.806813,2.57668,5.50469,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C#CC12C3(C)C4C2(C2(C1(C3C42C#CC(=O)[O-])C)C)C', '[O-]C(=O)C(=CC(=C(C(=O)[O-])C)C)C', '[O-]C(=O)C=CC=C(C(=O)[O-])C']"
hMOF-7000409,[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)c1cc(C)c2c(c1)c1cccc(c1c(c2C)C)C(=O)[O-].[O-]C(=O)c1cc2c(cc1C)c(C)c(c1=C(C=C[C]=c21)C(=O)[O-])C.[CH3].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7000409,0.0928148,0.535454,0.80609,2.77821,7.10922,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)c1cc(C)c2c(c1)c1cccc(c1c(c2C)C)C(=O)[O-]', '[O-]C(=O)c1cc2c(cc1C)c(C)c(c1=C(C=C[C]=c21)C(=O)[O-])C', '[CH3]']"
hMOF-7000991,[O-]C(=O)C#CC12CC(Br)(Br)C(C(C1Br)Br)(C(C2Br)(Br)Br)C#CC(=O)[O-].[O-]C(=O)C#CC12[CH]CC(C(C1)Br)([C](C2Br)Br)C#CC(=O)[O-].[O-]C(=O)C1=c2c(Br)cccc2=C(C=[C]1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7000991,0.150623,0.451616,0.80606,1.8643,3.55372,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C#CC12CC(Br)(Br)C(C(C1Br)Br)(C(C2Br)(Br)Br)C#CC(=O)[O-]', '[O-]C(=O)C#CC12[CH]CC(C(C1)Br)([C](C2Br)Br)C#CC(=O)[O-]', '[O-]C(=O)C1=c2c(Br)cccc2=C(C=[C]1)C(=O)[O-]']"
hMOF-1003479,NC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(c(c1)N)C#Cc1cc(N)c(cc1N)C(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2(N)[NH])C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0,0.107226,0.425471,0.805944,2.78479,5.4012,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['NC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)N)C#Cc1cc(N)c(cc1N)C(=O)[O-]', '[O-]C(=O)c1ccc(c2c1CC2(N)[NH])C(=O)[O-]']"
hMOF-7000705,[O-]C(=O)C12CC(Cl)C([CH]C1Cl)(C(C2Cl)Cl)C(=O)[O-].[O-]C(=O)C12CCC(C(C1Cl)(Cl)Cl)(C(C2Cl)(Cl)Cl)C(=O)[O-].[O-]C(=O)C12C[C](Cl)C(CC1Cl)(C([C]2Cl)(Cl)Cl)C(=O)[O-].[O-]C(=O)c1ccc(cc1Cl)C#Cc1ccc(c(c1)Cl)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0;7000705,0.102717,0.437502,0.805931,2.36949,3.9554,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C12CC(Cl)C([CH]C1Cl)(C(C2Cl)Cl)C(=O)[O-]', '[O-]C(=O)C12CCC(C(C1Cl)(Cl)Cl)(C(C2Cl)(Cl)Cl)C(=O)[O-]', '[O-]C(=O)C12C[C](Cl)C(CC1Cl)(C([C]2Cl)(Cl)Cl)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1Cl)C#Cc1ccc(c(c1)Cl)C(=O)[O-]']"
hMOF-1003398,[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C#Cc1ccc(c(c1)F)C#CC(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0,0.101298,0.448956,0.805022,2.5551,4.81338,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)C#Cc1ccc(c(c1)F)C#CC(=O)[O-]']"
hMOF-7001324,[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0;7001324,0.0721954,0.373503,0.804266,2.54976,3.15478,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-]']
hMOF-7001088,N=NC12C3C4(C1C1(C2(C3(C41N=N)N=N)C(=O)[O-])N=N)C(=O)[O-].N=Nc1c(C(=O)[O-])c2=NNNN=c2c(c1N=N)C(=O)[O-].N=Nc1cc(C(=O)[O-])c(c(c1C(=O)[O-])N=N)N=N.N=Nc1cc(cc(c1C(=O)[O-])N=N)C(=O)[O-].N=Nc1cc(ccc1C(=O)[O-])C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0;7001088,0.0888948,0.527841,0.80417,1.77993,2.63559,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['N=NC12C3C4(C1C1(C2(C3(C41N=N)N=N)C(=O)[O-])N=N)C(=O)[O-]', 'N=Nc1c(C(=O)[O-])c2=NNNN=c2c(c1N=N)C(=O)[O-]', 'N=Nc1cc(C(=O)[O-])c(c(c1C(=O)[O-])N=N)N=N', 'N=Nc1cc(cc(c1C(=O)[O-])N=N)C(=O)[O-]', 'N=Nc1cc(ccc1C(=O)[O-])C(=O)[O-]']"
hMOF-7000093,CCc1cc(ccc1C#Cc1c(CC)cc(c(c1CC)CC)C(=O)[O-])C(=O)[O-].CCc1cc(ccc1C#Cc1ccc(cc1CC)C(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC#CC(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7000093,0.096719,0.438823,0.803879,2.82141,8.35357,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['CCc1cc(ccc1C#Cc1c(CC)cc(c(c1CC)CC)C(=O)[O-])C(=O)[O-]', 'CCc1cc(ccc1C#Cc1ccc(cc1CC)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC#CC(=O)[O-]']"
hMOF-1004227,BrOC(=O)c1c2C=C(Br)C=[C]c2c(c2c1[C]=[C]C=[C]2)[C](OBr)OBr.BrO[C](c1c2[C]=CC=Cc2c(c2c1[C]=[C]C=C2)C(=O)[O-])OBr.[O-]C(=O)C1=[C]C=C([C]=[C]1)N=NC1=C[C]=C([C]=C1Br)C(=O)[O-].[O-]C(=O)c1c2C(=C[C]=Cc2c(c2c1c(Br)ccc2)C(=O)[O-])Br.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0,0.124317,0.502266,0.803734,1.87587,2.58893,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['BrOC(=O)c1c2C=C(Br)C=[C]c2c(c2c1[C]=[C]C=[C]2)[C](OBr)OBr', 'BrO[C](c1c2[C]=CC=Cc2c(c2c1[C]=[C]C=C2)C(=O)[O-])OBr', '[O-]C(=O)C1=[C]C=C([C]=[C]1)N=NC1=C[C]=C([C]=C1Br)C(=O)[O-]', '[O-]C(=O)c1c2C(=C[C]=Cc2c(c2c1c(Br)ccc2)C(=O)[O-])Br']"
hMOF-1003736,N#CC(=CC(=O)[O-])C(=C(C(=O)[O-])C#N)C#N.N#CC(=CC=CC(=O)[O-])C(=O)[O-].N#Cc1cc(C(=O)[O-])c(cc1c1ccc(c(c1)C(=[N])[N][C]c1c(C#N)cc(c(c1C#N)C#N)C(=O)[O-])C(=O)[O-])C#N.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0,0.0728372,0.402768,0.803399,2.82073,4.37112,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['N#CC(=CC(=O)[O-])C(=C(C(=O)[O-])C#N)C#N', 'N#CC(=CC=CC(=O)[O-])C(=O)[O-]', 'N#Cc1cc(C(=O)[O-])c(cc1c1ccc(c(c1)C(=[N])[N][C]c1c(C#N)cc(c(c1C#N)C#N)C(=O)[O-])C(=O)[O-])C#N']"
